id,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29
N2512,-0.026156606,-0.0024152352,-0.009069138,-0.02361989,-0.014736517,-0.036626317,0.034439154,0.042513676,0.035129018,1.0350858,0.03960641,0.012304217,0.0059816726,0.0030477652,-0.025715362,0.0058636703,-0.15524279,0.0035813658,-0.030349333,-0.022441715,-0.03446613,-0.039714858,-0.028491125,0.018086636,0.0060874345,0.030553386,0.018390423,-0.030006194,0.0056262817,-0.0022231443
N1915,-0.026192483,0.007488036,0.0031216517,-0.03364289,-0.012284518,-0.021249475,0.036779504,0.025963731,0.018785091,0.7245695,0.010110067,0.008919895,-0.007483127,-0.007662355,-0.0021150336,0.0058978954,-0.6899791,0.0055793114,-0.023580499,-0.0036358638,0.0003627874,-0.0130389305,-0.014200262,0.0036130117,-0.0023057945,0.024032997,-0.0011878815,-0.023145018,0.00064566545,0.00097004883
N2517,-0.0202205,0.004504127,0.02177202,-0.009577224,-0.009444927,-0.014112491,0.033616442,0.009059101,0.014319867,-0.8508744,0.03566493,-0.004335234,0.0035151532,-0.019418139,0.005681816,-0.0055863727,0.63810194,0.012967786,-0.004403582,-0.015021588,0.0111336745,0.0027432945,-0.018303838,-0.00037292019,-0.0005278643,0.019715363,-0.019860305,0.017661843,-0.00061970204,0.028594501
N2710,-0.028947845,0.018552989,0.009826763,-0.014714539,-0.007051277,-0.005621504,0.025470063,0.034761053,0.017162992,1.193749,0.0027989615,0.016248688,-0.017405406,-0.024688754,0.01782385,-0.002427755,-1.3848336,0.00023718458,-0.017052423,0.0041396455,0.035096187,-0.0011654077,0.0020284364,-0.0031628138,-0.018972997,0.025275325,-0.0060315104,-0.03111472,-0.016523581,0.008405189
N2599,-0.02089255,0.016722409,0.007435823,-0.019324023,-0.0036036968,0.00057931803,0.025775895,0.029041406,0.012704276,1.29723,-0.010170808,0.01564921,-0.019833721,-0.017790359,0.018861977,0.00011969358,-1.4138191,-0.001100482,-0.014244644,0.010320177,0.032960746,0.0034532258,-0.00032903347,-0.007260499,-0.015948664,0.016104659,-0.00514084,-0.030944144,-0.014417265,0.006948064
N1697,-0.05068648,0.10475097,0.04154974,0.077764064,0.0066473996,0.013196736,-0.0016308334,0.058420032,0.122856945,0.22908658,0.102477714,-0.021429433,0.07895142,-0.14308316,0.025701234,-0.026897695,1.2388409,-0.040435288,-0.08713288,-0.04457673,0.061568234,0.021378404,-0.013004814,0.056555618,-0.057410773,0.04006674,-0.05766257,0.010930871,0.022282243,0.03624356
N3367,-0.026694808,0.0057695988,0.013836589,-0.016028984,-0.009467763,-0.018257206,0.030039124,0.013449296,0.025390347,-0.77241623,0.03313854,0.002906775,0.00860908,-0.013956921,0.0028472622,0.0042509837,0.3730169,-0.0052928296,-0.023845479,-0.019964373,-0.011681326,-0.0113857705,-0.0343384,0.022782782,0.0064683463,0.013983105,-0.007892613,-0.0005547162,0.00071036816,0.020107519
N4009,-0.050575934,0.01736636,0.060867045,-0.013157228,-0.012691249,-0.03250408,0.05523857,0.026371107,0.027024014,0.26568154,0.049873177,-0.005397318,0.032603513,-0.07967918,0.03522678,-0.04052082,-1.7018493,0.062994346,0.008812927,-0.017158281,0.08095212,0.03236392,0.057385497,-0.055292975,-0.07116103,0.0643733,-0.05343429,0.065872855,-0.0012692716,0.035468496
N1909,-0.03535987,0.015712654,0.01650959,-0.016502291,-0.01338813,-0.021975728,0.03847565,0.02422661,0.023890236,0.44690222,0.027605336,0.0012621656,0.006075239,-0.0335177,0.008964561,0.0030867793,-0.6158996,0.01715276,-0.018192483,-0.011604274,0.014720686,-0.0005027214,-0.0019576633,-0.0018280912,-0.012064718,0.035230596,-0.017966453,0.0008081321,0.00036724843,0.015599267
N2098,-0.03791755,0.0047824294,0.012069328,-0.021409223,-0.015969966,-0.02573858,0.040450606,0.031567093,0.01007797,0.79660183,0.016859435,0.008414917,-0.0056578713,-0.01609351,0.0012096772,-0.002350999,-0.84409183,0.031951483,-0.0073973713,-0.010750674,0.016840272,-0.018448843,0.013401473,-0.0132302325,-0.01831187,0.039836545,-0.0056699673,-0.00910836,-0.001716489,0.008831256
N3763,-0.028849665,0.003683696,0.014307698,-0.0132760955,-0.006413811,-0.019234331,0.029383715,0.0112507455,0.016745413,-0.59721416,0.031886403,-0.003395399,0.006795927,-0.01323481,0.0034523527,0.007142851,0.41769552,0.0018092869,-0.013007377,-0.018890414,-0.011779921,-0.012074511,-0.025442507,0.021060683,0.012001012,0.018591516,-0.004510532,-0.00057147956,0.0014730394,0.023670718
N1943,-0.049444675,0.023758778,0.049567483,-0.0023398185,-0.01685657,-0.038212948,0.05360737,0.02841667,0.04716304,-0.005472522,0.0616969,-0.011289331,0.048939086,-0.07994963,0.025151914,-0.024095438,-0.8918752,0.057259385,-0.004237691,-0.03034863,0.054239187,0.020308798,0.039084926,-0.035758168,-0.061392035,0.06252925,-0.053572945,0.066304155,0.01038341,0.035405517
N3516,-0.0688612,0.041947357,0.075365484,-0.006109762,-0.014754514,-0.048078224,0.06973786,0.039473936,0.05315453,0.3294644,0.07196283,-0.015231255,0.06361364,-0.11931086,0.04181596,-0.05212797,-1.5007275,0.07924573,-0.0024776747,-0.03425865,0.105767325,0.0416957,0.07493347,-0.058474135,-0.11026007,0.09069133,-0.07361081,0.100107364,0.025395762,0.044478886
N4761,-0.015384166,0.00015454507,0.013062593,-0.014989083,-0.005740042,-0.011471976,0.027163047,0.0046861805,0.011193916,-1.2324224,0.026669715,0.004634317,0.0011463808,-0.008078671,0.005180285,0.002740033,0.50259954,0.0060615847,-0.008356184,-0.01453116,-0.00222015,-0.003565479,-0.023815807,0.008676898,0.0077509973,0.010549893,-0.017280936,0.010809959,-0.003280457,0.026520789
N3705,-0.019154672,0.014305206,0.018355817,-0.010728861,-0.0049768686,0.0035856618,0.021601787,0.0025812387,0.009004228,-0.67975664,0.009066263,-0.004245827,-0.005119604,-0.016170643,0.013081238,0.0013883822,0.9027287,-0.0039770496,-0.019332414,-0.004237523,0.0111221,0.009295315,-0.013437244,0.00990401,0.011822108,0.0030678187,-0.014508453,-0.003088946,0.0033544973,0.009002246
N1033,-0.027906893,0.013534663,-0.0004977146,-0.009378566,-0.010922818,-0.03349182,0.031227227,0.03991027,0.053031243,0.712042,0.0558691,0.006413851,0.026026264,-0.024190634,-0.015637135,0.0041847834,-0.021723103,-0.009683158,-0.042234764,-0.028427942,-0.029408997,-0.028699892,-0.03438625,0.03542308,-0.001969248,0.032534417,0.006117341,-0.020333372,0.008542775,0.004711838
N3802,-0.024718093,0.012243271,-0.0031016846,-0.017569005,-0.012405385,-0.033447564,0.033435617,0.03970518,0.04952705,0.8031919,0.04843792,0.008422356,0.019453213,-0.018605381,-0.017349657,0.005025496,-0.07829867,-0.008074442,-0.041141555,-0.02300762,-0.027698439,-0.02706166,-0.036018007,0.030028272,0.00016292371,0.03147246,0.005470147,-0.023313712,0.009152784,0.00049228873
N549,-0.028225098,0.006380646,0.0152075365,-0.009634301,-0.0053084064,-0.01178636,0.025648776,0.008811202,0.0150271505,-0.575119,0.023469105,-0.0058525875,0.005046104,-0.013859202,0.004924309,0.0055056745,0.6663643,-0.0009829537,-0.018355137,-0.017212726,-0.009455994,-0.011554605,-0.02207854,0.02229646,0.011173275,0.012767418,-0.0019476805,-0.004788108,0.00608305,0.015803788
N2655,-0.017652944,0.01632163,0.002485428,-0.021334942,-0.0032445593,0.003890329,0.021704227,0.03546368,0.0114802085,1.5855969,-0.019048883,0.023298077,-0.031071782,-0.009246215,0.018543737,-0.00053159706,-1.6043793,-0.00849358,-0.015450893,0.014259958,0.035987917,-0.00296742,-0.004462529,-0.0032928744,-0.015239276,0.012608999,0.0039017536,-0.049488794,-0.02122534,0.00016104523
N4151,-0.012588849,0.014774868,0.008505523,-0.02725251,-0.0057744374,0.0016714949,0.03220589,0.02839953,0.013850249,1.3641918,-0.014710486,0.018781502,-0.02247973,-0.014477535,0.019831717,0.00044624507,-1.4775208,0.00066236034,-0.01003091,0.01731277,0.036935683,0.011435248,-0.0065723667,-0.01837875,-0.015349466,0.013368006,-0.008835259,-0.029467838,-0.02032439,0.0043814667
N2978,-0.023332287,0.013100741,0.003857552,-0.016736243,-0.004880042,0.0012198947,0.020249538,0.034932952,0.008315923,1.4362632,-0.012779539,0.021365382,-0.029135522,-0.010749113,0.015552903,-0.001852952,-1.5408193,-0.0035411348,-0.013760368,0.0096892025,0.03218388,-0.007564077,0.0008884007,-0.004640526,-0.014792059,0.014890198,0.004697902,-0.045829024,-0.020840928,0.0018765088
N1446,-0.023908608,0.024696425,0.00870355,-0.019381765,-0.0061622104,-0.0025393898,0.026712198,0.038081694,0.026482193,1.3011695,-0.0016886182,0.018346347,-0.014567392,-0.026150562,0.017528247,-0.0013117995,-1.3793498,-0.007367492,-0.02592772,0.0037675137,0.035332125,0.003541625,-0.009823299,0.0020185295,-0.022311173,0.021382745,-0.00649652,-0.033875,-0.010861859,0.0045775855
N773,-0.017795617,0.015040463,0.009493878,-0.012934448,-0.0034066765,0.0013943892,0.02421809,0.027751442,0.018429806,1.2465031,-0.0005941894,0.014146876,-0.014674127,-0.022853818,0.021073388,0.001201719,-1.390794,-0.0035128617,-0.010041933,0.009472491,0.03169902,0.009085223,-0.005036262,-0.007986544,-0.011388265,0.014897978,-0.009489986,-0.026233826,-0.022994112,0.0145927975
N1893,-0.016085193,0.015281031,0.008691873,-0.021127157,-0.0038123764,0.007650298,0.023610286,0.032077596,0.013089681,1.4452412,-0.015557771,0.022713713,-0.027439732,-0.016931873,0.022990327,-0.0016355217,-1.7446669,-0.009227622,-0.01223379,0.016823502,0.04161286,0.011261953,-0.0060641244,-0.014475314,-0.014920611,0.008447444,-0.0042340225,-0.040496767,-0.029800776,0.005081778
N4230,-0.03338065,0.0085618775,0.009366775,-0.019122075,-0.010089482,-0.014254555,0.030523397,0.027849894,0.009764688,0.8907236,0.0067810826,0.009658802,-0.0130112795,-0.015992675,0.007819165,-0.000571996,-1.0414606,0.014642552,-0.013557343,-0.003600791,0.0205593,-0.012469865,0.007808625,-0.006060907,-0.0154845305,0.029383354,-0.0024586432,-0.021022087,-0.0066373814,0.008476961
N1076,-0.03175287,0.010175262,0.0012830272,-0.019339833,-0.01318867,-0.02690708,0.035420764,0.029299174,0.025841372,0.69637144,0.028596435,0.0058606174,0.0015359102,-0.016810473,-0.0065264944,0.0077112652,-0.45326918,0.008228803,-0.02364015,-0.014940848,-0.009912116,-0.025797745,-0.01579814,0.0168127,0.0002219025,0.0315922,0.0005183825,-0.0208976,0.001036115,0.0041212863
N291,-0.05044865,0.020302126,0.030393712,-0.0008622557,-0.014021077,-0.030748708,0.040750057,0.029891666,0.03250639,0.37559292,0.052736904,-0.0047029555,0.027339127,-0.05747421,0.015597586,-0.00790819,-0.7737555,0.033514112,-0.012473172,-0.027497645,0.028207745,0.0025577303,0.021612268,-0.0071893106,-0.03174174,0.053413354,-0.031192582,0.02796167,0.00495439,0.032583185
N998,-0.014038543,0.015730137,0.006599146,-0.025046257,-0.0025412412,0.00461907,0.027522722,0.02780411,0.012065688,1.3960987,-0.019098502,0.018421099,-0.023485083,-0.014331002,0.020244297,0.00011813082,-1.5105158,-0.0025156434,-0.012257768,0.016786873,0.035883162,0.009686679,-0.003736237,-0.0138717815,-0.015750315,0.010845706,-0.0054199016,-0.03268611,-0.017153267,0.0034682078
N1464,0.0073995423,0.0056699165,0.03883308,0.0037495168,0.014782295,0.032344423,-0.009172126,-0.01104473,0.0035991687,-1.2260374,-0.002151329,-0.0030986518,0.005433658,-0.032051276,0.029336816,-0.015485916,-2.3271625,-0.0010517002,-0.018166335,0.0020382516,0.036679614,0.019138489,0.0071734707,0.011440329,-0.0070948284,-0.012768735,-0.0394504,0.031336293,0.013003723,0.034485668
N3063,-0.052067295,0.026230238,0.030342098,-0.0066560498,-0.015660726,-0.029779105,0.04489908,0.036792528,0.030084217,0.5698853,0.040235337,0.0013599414,0.019451752,-0.0612697,0.01748987,-0.013201516,-0.9590046,0.038327206,-0.012899959,-0.020875877,0.043634225,0.0011308463,0.029361743,-0.015118264,-0.044553634,0.05819132,-0.031171199,0.021538034,0.005279459,0.021680249
N404,-0.031413216,0.009423705,0.0032632882,-0.019667584,-0.013774746,-0.023021309,0.03361516,0.029301066,0.01973593,0.7521747,0.022320524,0.0096619725,-0.007050423,-0.012675362,-0.00021477835,0.008311512,-0.6779327,0.008125333,-0.018939774,-0.010692547,-0.00031579658,-0.023003194,-0.012685851,0.013821779,-0.00023197383,0.031374335,8.350331e-05,-0.026302516,-0.0066400506,0.006830351
N4307,-0.03814064,0.013223702,0.01764364,-0.020724054,-0.016417585,-0.023492811,0.042424425,0.032711968,0.018431442,0.6937175,0.021060228,0.008337686,-8.678064e-06,-0.028356388,0.0083441865,-0.0033344813,-0.9230683,0.027551787,-0.012128836,-0.009991947,0.026205283,-0.0070803547,0.009366598,-0.011960311,-0.02398932,0.042802524,-0.01590294,-0.00339516,-0.0019610599,0.012495318
N2388,-0.03700216,0.08160814,0.025776561,0.05173403,0.004827783,0.005674034,-0.001364246,0.041720293,0.10593297,0.526468,0.0843596,-0.01465581,0.07078674,-0.10718716,0.018789908,-0.011591606,0.95035326,-0.038919073,-0.07554543,-0.03367371,0.029600825,0.017917166,-0.0128862625,0.050289404,-0.03677651,0.03233687,-0.045041196,0.009714726,0.018899422,0.024621895
N1003,-0.007881993,0.0013529877,-0.018174764,-0.042808883,-0.015892193,-0.03637241,0.041492414,0.05789561,0.04877902,1.5492877,0.027309932,0.027536329,0.000835198,0.003249702,-0.03363787,0.0041597476,-0.0017971434,-0.0048010233,-0.03856255,-0.005876461,-0.03567218,-0.02594778,-0.054455623,0.0026786057,0.0071379533,0.028967125,0.02126399,-0.04248788,0.005922906,-0.024571054
N1187,-0.02612422,0.014052151,0.02080448,-0.008150851,-0.010034169,-0.012678683,0.026471483,0.016315348,0.028546417,-0.5700141,0.03605752,-0.0025327727,0.008533028,-0.022437502,0.0063805175,0.0018803515,0.5919617,-0.0066740713,-0.025688998,-0.019182947,0.0010389537,-0.0018962994,-0.03093522,0.021800421,0.006070556,0.015550239,-0.011511986,-0.002456748,0.0010421686,0.020579286
N4379,-0.050782934,0.018196288,0.02632745,-0.0035304604,-0.011774021,-0.029126702,0.039435033,0.02504079,0.028322509,0.30079085,0.04272177,-0.0067121144,0.023590919,-0.053621426,0.012182821,-0.0077914502,-0.7028175,0.033836227,-0.012818394,-0.02616513,0.023069654,-0.0069403,0.025249548,-0.0054908223,-0.030777253,0.04864785,-0.023271635,0.021743719,0.007872082,0.022747383
N3560,-0.0075917803,0.024085866,0.037359156,0.028058864,0.007987799,0.013896387,-0.0075659575,-0.020859377,0.010806238,1.0687287,0.023486614,-0.031646594,0.012781297,-0.021228172,0.024044132,-0.0007812306,1.8171121,0.0034286727,0.0018771612,-0.0063942093,0.020050287,0.039474003,0.03760545,0.015843574,0.0139103625,0.00369278,-0.024744887,0.01923539,0.01078403,0.0053536477
N2185,-0.038314886,0.077956975,0.030325163,0.048098158,0.005013285,0.011130632,0.0016778335,0.04020831,0.0928884,0.22550404,0.06925987,-0.016317718,0.055823054,-0.09910984,0.021837104,-0.01480348,0.9941541,-0.035548568,-0.07023757,-0.028696163,0.040594574,0.016181456,-0.018421657,0.04562621,-0.03542459,0.0242098,-0.041739155,0.0015882549,0.015726373,0.026877811
N4512,-0.018364243,0.004293991,0.01508026,-0.019359985,-0.007929956,-0.014750587,0.03411464,0.0072980486,0.010726206,-1.0344906,0.028709117,-9.002164e-05,-0.0023778584,-0.008988002,0.0029803799,0.002944639,0.731309,0.0036900672,-0.0077198623,-0.011099134,-0.00017714128,-0.0032283477,-0.031600807,0.008724588,0.011085952,0.013822517,-0.013583274,0.005779771,-0.0021641217,0.021679768
N2430,-0.027766878,0.008720275,0.0121386405,-0.015492424,-0.0078075165,-0.017440079,0.02805259,0.015852962,0.024282617,-0.3123247,0.027408421,-0.00072333775,0.0061094435,-0.01640165,0.00369982,0.0075430535,0.23505051,-0.0056635956,-0.02599181,-0.01755294,-0.011421416,-0.014090305,-0.030409474,0.0265942,0.008941408,0.01706775,-0.0014038095,-0.012320196,0.002092857,0.014431026
N939,-0.025994273,0.00857853,0.019877901,-0.024097385,-0.010225656,-0.027186954,0.035067853,0.020592317,0.030497095,-0.7391643,0.033821966,0.0055718254,0.012213686,-0.010493345,0.0054729073,0.002606498,0.6154409,-0.00848449,-0.02415984,-0.020089133,-0.012563705,-0.01103647,-0.043479417,0.029614316,0.0074521312,0.016851,-0.0050953673,-0.006612202,0.004730422,0.016367871
N4442,-0.020795813,-0.0005776407,0.011157114,-0.016687868,-0.0013076393,-0.0078087375,0.020858733,0.001772752,0.009052806,-0.9805141,0.013223339,0.0014907159,0.004917792,-0.0064938846,0.005661244,0.010472436,0.08175035,0.0052723116,-0.012372399,-0.015259962,-0.009963967,-0.0056847143,-0.014613274,0.012858767,0.011115363,0.0075374534,-0.00934638,0.0055538965,0.004317481,0.022630144
N4517,-0.057859346,0.035180055,0.08726348,-0.01076109,-0.012367784,-0.033737868,0.059665814,0.030309811,0.04172238,0.50057805,0.041949484,-0.011024242,0.055455994,-0.11045407,0.050955974,-0.059199158,-2.1170082,0.07911259,0.006187552,-0.020984272,0.12558329,0.061900422,0.0737304,-0.08485289,-0.12896274,0.0635638,-0.077248886,0.10900738,0.018172372,0.04501499
N1137,-0.035956286,0.013104921,0.018907025,-0.01673105,-0.017540846,-0.026471691,0.044012845,0.029505733,0.018881103,0.6428325,0.030434147,0.0072922576,0.0013127113,-0.032334637,0.012413317,-0.0005739238,-0.89372176,0.027118966,-0.0066950186,-0.0061948425,0.025154654,-0.0013165735,0.007336217,-0.014300536,-0.016423978,0.043539457,-0.021819998,0.0016877584,-0.010582641,0.018520955
N4073,-0.022954885,0.015758103,0.001047953,-0.02606747,-0.012734584,-0.034017332,0.036152925,0.03849819,0.052627444,0.97860473,0.044724796,0.008705862,0.020096064,-0.023132257,-0.012076888,0.0038426435,0.06963177,-0.0035875957,-0.039382752,-0.01731661,-0.020794202,-0.012099114,-0.029890735,0.017319173,0.00018257461,0.036221668,-0.0038760705,-0.013441902,0.011767918,-0.0031995727
N3887,-0.037620343,0.09722464,0.053616244,0.03760773,-0.0049340446,-0.0075547006,0.036000807,0.08388447,0.12013553,0.10334087,0.103158325,-0.005388489,0.065171696,-0.114853494,0.025843276,-0.029064119,1.0493531,-0.033248767,-0.06686936,-0.036508124,0.07034008,0.029403,-0.06550863,0.04703552,-0.048004296,0.04457475,-0.06394846,0.00010511838,-0.00076420046,0.047624435
N3129,-0.020339657,0.015241781,0.008972047,-0.02379434,-0.005775365,0.0004966371,0.02770733,0.030488197,0.013906123,1.2344836,-0.009365761,0.018758837,-0.022457011,-0.01852938,0.019657925,-0.0009429902,-1.5300782,-0.0035813139,-0.014069263,0.013557667,0.037027057,0.0077727474,-0.0037665619,-0.013671277,-0.015607379,0.015467489,-0.0064914366,-0.03296008,-0.022713445,0.0056819427
N4345,-0.0453039,0.020337299,0.020435087,-0.010428168,-0.01497944,-0.029243806,0.041129354,0.030586999,0.031592093,0.5188867,0.037834607,-0.0011243317,0.018825158,-0.04677932,0.006637691,-0.004772974,-0.6604131,0.027373236,-0.019494602,-0.022009296,0.019888341,-0.00880249,0.011073176,-0.003200686,-0.029656183,0.04527729,-0.021574538,0.01194304,0.0077557303,0.01630249
N2569,-0.02186039,0.0004991307,0.017038161,-0.013456342,-0.010307095,-0.02193051,0.033246294,0.010444291,0.016580896,-0.7253961,0.040679928,0.0017361734,0.0077681663,-0.014978629,0.004867301,0.003874531,0.1889184,0.010569193,-0.004594193,-0.018105134,-0.0047024433,-0.0031713527,-0.022250783,0.0064015966,0.007670615,0.021148693,-0.019065496,0.012784016,-0.0073000398,0.031458028
N3528,-0.031805016,0.0011582496,0.005971361,-0.016625809,-0.012147688,-0.026920768,0.030705191,0.024895053,0.027082471,0.41685557,0.036686428,0.0038194489,0.0053183986,-0.010043132,-0.0056575006,0.0095582595,-0.3655396,0.0013571754,-0.023869645,-0.020431235,-0.018686369,-0.025792012,-0.022686284,0.020954609,0.008429374,0.026284177,0.0063463133,-0.020404156,-0.005569335,0.011858412
N260,-0.03100922,0.037850272,0.023379095,0.0059694154,-0.0021007909,-0.00403768,0.016664099,0.02228063,0.05352988,-0.40895522,0.04616582,-0.006323945,0.025844656,-0.047775775,0.014158906,-0.0013042651,0.8502089,-0.02309905,-0.044923447,-0.022179289,0.011240769,0.0055318717,-0.02669812,0.035538573,-0.00268461,0.019226555,-0.021325648,-0.005049088,0.006930125,0.020289805
N3714,-0.002473943,0.005069776,0.0426323,0.035121445,0.0062764827,0.026541479,-0.016617537,-0.042683493,-0.030088192,0.9427019,-0.0052305274,-0.03366001,0.0012810985,0.017013717,0.02739972,0.0020216536,2.9186811,0.017323265,0.023600297,-0.0047413055,0.0128593445,0.037036806,0.054255184,0.005873413,0.020922657,-0.017610267,-0.013765962,0.024153767,0.017489187,-0.006336514
N3088,-0.03491603,0.011977999,0.009298818,0.00753913,-0.0059892023,-0.02715726,0.023369726,0.027670756,0.044922367,0.35041773,0.055815402,-0.0017486066,0.030580971,-0.03231651,-0.0040889783,0.0064076297,0.0029910654,-0.004490148,-0.032200318,-0.03397792,-0.027744196,-0.025530936,-0.021393985,0.03976052,-0.0008127969,0.029007303,0.004410303,-0.008537281,0.0049960483,0.017939318
N3601,-0.042162918,0.04941548,0.029434647,0.030264582,-0.002659358,-0.010290377,0.01537459,0.037683308,0.077290304,0.024549805,0.07115361,-0.012488194,0.052472357,-0.07441566,0.013337795,-0.005535288,0.49377006,-0.017583203,-0.052749217,-0.038534313,0.01401281,-0.0035020364,-0.02395264,0.04340254,-0.02463423,0.031515513,-0.023683716,0.004537087,0.011198726,0.03200874
N1334,-0.012445018,0.006807203,0.014060544,-0.025043106,0.00088553876,-0.012160325,0.021710508,0.006124284,0.019928185,-1.8095623,0.021764275,0.015649173,0.010732711,-0.006873131,0.012007719,0.013844209,0.26171148,0.0018173279,-0.014069018,-0.018821353,-0.002817791,0.0020056907,-0.02806113,0.01849315,0.009949165,0.009012598,-0.020712338,0.01176688,-0.003424907,0.029710654
N840,-0.032515764,0.016986102,0.022622801,-0.0025324812,-0.008032051,-0.01920904,0.029025413,0.021384634,0.036301315,-0.3912845,0.04365624,-0.007370729,0.018883687,-0.029747691,0.005220367,-1.0292977e-05,0.6546644,-0.005453657,-0.025800837,-0.02559781,-0.003905272,-0.010250252,-0.03081965,0.028995004,-0.0002048891,0.022046156,-0.0066966424,-0.0011667302,0.0068087485,0.02274108
N4787,-0.043327942,0.06949948,0.035146322,0.04228908,-9.2461705e-06,-0.01072659,0.015825277,0.05609989,0.10385753,0.009015314,0.09186222,-0.009983804,0.06432102,-0.09612771,0.015405465,-0.017040685,0.9893433,-0.033104345,-0.06883466,-0.044733405,0.026119709,-0.0004186239,-0.038623724,0.058920544,-0.03709712,0.039945643,-0.03053413,-0.0004189792,0.014770545,0.03407685
N4604,-0.027802926,0.021610146,0.011448793,-0.0032132035,-0.004087298,-0.026380716,0.025035929,0.031136759,0.064645946,0.6965832,0.06169301,-0.0002585575,0.046104893,-0.042358924,-0.0024794806,9.2735514e-05,0.36978418,-0.01202823,-0.04472053,-0.029268041,-0.024193423,0.0029530572,-0.015400029,0.03163031,-0.005146807,0.035860237,-0.010639002,0.008790752,0.017315993,0.011180814
N4893,-0.027338866,0.015011847,0.013247972,-0.016166672,-0.005901399,-0.0073073003,0.029593501,0.02336552,0.01514267,0.9029975,0.0070024524,0.0080068465,-0.008062361,-0.027705431,0.017872317,0.00014619902,-1.1989405,0.0066328607,-0.013453329,0.0032506427,0.028871402,0.0071501583,0.00346033,-0.010180378,-0.015652116,0.023178104,-0.013577667,-0.012124963,-0.010926835,0.015463588
N2115,-0.036472008,0.0208543,0.013678659,-0.024062425,-0.016564313,-0.02564886,0.043472365,0.038206797,0.030914908,0.8142414,0.024629265,0.009273559,0.006304956,-0.031967517,0.0032838131,-0.0030324645,-0.7934041,0.01827252,-0.026240354,-0.01383459,0.020617284,-0.009004078,-0.0030461317,-0.0012855898,-0.026562318,0.040958397,-0.015541286,-0.0063858745,0.006150932,0.007067197
N4274,-0.025299156,0.008773172,0.015850898,0.0070481533,-0.006347603,-0.016273513,0.016137555,0.023193076,0.039976902,-0.44550025,0.042440392,0.005894216,0.02542891,-0.025467992,0.007024635,0.0039835228,-0.31306428,-0.006343177,-0.03205593,-0.02927674,-0.018523024,-0.017474208,-0.021462604,0.044546053,0.0031880848,0.018227078,-0.0056271655,-0.0051664957,0.006725504,0.022656957
N633,-0.019196639,0.005478136,0.019044893,-0.021905987,-0.010486116,-0.017149143,0.035502303,0.010476153,0.015637536,-1.0143325,0.027035855,0.00059453957,-0.000806849,-0.0049985037,0.003887528,-0.0018491298,1.021147,-0.0018006624,-0.015182,-0.014014313,-0.0010110568,-0.005631552,-0.038053535,0.015061049,0.007309027,0.009710372,-0.010742645,0.0009568224,0.0030283555,0.016449299
N4653,-0.020562606,0.0061208573,0.018679753,-0.022656247,-0.010654517,-0.018336395,0.03573708,0.011409931,0.017350031,-0.94729906,0.027414907,0.00043467805,0.00021417998,-0.005864137,0.0036849831,-0.00067282096,0.93460435,-0.0023516049,-0.016449086,-0.014519237,-0.0022968054,-0.006418911,-0.038429096,0.016238222,0.0076982817,0.010774259,-0.0098606935,-0.00018252456,0.0033853613,0.016253985
N4145,-0.018498793,0.0046903403,0.018173456,-0.020236764,-0.009462359,-0.014986379,0.034176994,0.008992828,0.013329897,-1.0219905,0.025351617,-0.000184061,-0.0016903989,-0.0050094062,0.0038888338,-0.0019929744,1.0414497,-0.00067830225,-0.0136655085,-0.013014862,-0.00036274642,-0.005289331,-0.035337526,0.0136451665,0.007508184,0.0093580345,-0.010551955,0.0017284884,0.0032890644,0.016631238
N4040,-0.054852262,0.02421635,0.07386933,-0.011850795,-0.013385539,-0.038406916,0.0628744,0.028856046,0.03785499,0.2391279,0.06324156,-0.01127528,0.04915685,-0.09718126,0.040125217,-0.04846784,-1.7777823,0.07348601,0.007199679,-0.025532229,0.095506355,0.044862963,0.064492844,-0.064952046,-0.09012599,0.07530287,-0.066960804,0.090560414,0.008826982,0.04412374
N4636,-0.037354328,0.009428915,0.01756699,0.0077246847,-0.0077530453,-0.02678612,0.022855893,0.020830385,0.03772437,-0.11661609,0.055738244,-0.0007479936,0.026145492,-0.031060912,0.007396702,0.008929931,0.015207283,-0.0036800788,-0.024487425,-0.034626473,-0.021236908,-0.019589905,-0.024002343,0.038851604,0.005309887,0.02621571,-0.003125106,-0.0017914973,-0.0025123395,0.028051365
N4819,-0.041044045,0.0051155114,0.015866743,-0.0080901235,-0.01447082,-0.0280743,0.031431388,0.023877017,0.023106491,0.3353553,0.042705458,0.0016172659,0.008014894,-0.02467854,0.00321155,0.0035509411,-0.6290851,0.013001539,-0.01670182,-0.02514147,-0.0008989554,-0.020240773,-0.0034302445,0.013899149,-0.0035797395,0.03391384,-0.0043910397,-0.009407137,-0.006495107,0.018000275
N32,-0.018945862,0.015256273,0.003669139,-0.011732724,-0.0023976685,0.0037496062,0.01628666,0.035128895,0.015051935,1.562923,-0.0076327464,0.021899585,-0.028821573,-0.012160806,0.021762189,-0.0011608731,-1.6645656,-0.013421819,-0.012856467,0.012563337,0.035914224,-0.0037159948,-0.00433362,0.0004195189,-0.010975819,0.012037564,0.002491937,-0.050256982,-0.030974615,0.0073875505
