id,dim0,dim1,dim2,dim3
N625,8.23724,-0.5179752,0.66942865,-1.1963793
N527,-1.7600471,-0.74769896,0.5304444,1.3676625
N669,-1.8749357,-0.7942199,0.52233034,1.3786619
N470,-0.090093575,0.5702637,-0.9276423,0.09867126
N1081,-2.542729,-1.3180727,-3.316366,-5.9905243
N50,-2.5735762,-1.2259852,-3.3174984,-5.707437
N1079,-2.5304008,-1.1205283,-3.4271247,-5.2366605
N123,-2.287528,-1.1570913,-2.8452604,-5.309731
N217,-2.5698833,-1.4531583,-3.3732407,-6.193446
N269,-2.5854108,-1.4916265,-3.2749753,-6.0887027
N193,-3.246337,-0.5100386,-3.0507908,-4.494774
N353,-3.6605914,-0.54332024,-3.5170786,-4.981981
N585,-3.7216454,-0.5370159,-3.5313208,-5.026209
N572,-3.7373836,-0.5556755,-3.4408996,-5.009824
N504,-3.756972,-0.5811396,-3.5413127,-5.001031
N408,-3.1445045,-0.51568997,-2.9895122,-4.5594463
N143,-2.9603736,-0.4948309,-3.1201332,-4.48568
N325,-2.540915,-0.45598543,-2.8519127,-3.9955142
N541,-2.6926565,-0.32163328,-2.8373024,-4.1246777
N1152,-2.6079977,-0.71872425,-3.1884365,-5.305935
N863,-2.329934,-0.57109725,-3.0081975,-4.8379936
N953,-2.6127603,-0.73403347,-3.0706,-5.166873
N411,2.4036968,4.805516,-2.817845,0.7338642
N270,1.4950817,0.31100497,-3.4218614,2.4189692
N754,-0.29722822,1.926068,-2.8541176,2.5198054
N970,-0.59539175,2.0175614,-3.1073582,3.2122614
N319,-0.586804,1.9953723,-3.1905153,3.3193583
N1192,-0.4961342,1.9212154,-2.7269576,2.7814217
N30,0.027042387,0.6213741,-0.98842573,0.010071935
N337,1.1041685,0.6981119,-2.9117074,2.4899523
N922,-2.130494,3.4970343,2.1559281,-6.489158
N60,-3.067215,1.3571705,-6.194677,-1.897212
N908,-3.1869173,1.311143,-5.8955703,-1.6090657
N532,-3.2351208,1.2882702,-5.904337,-1.567579
N850,-3.1178126,1.3528236,-6.291781,-1.9984765
N29,-2.8430777,1.211365,-6.052543,-1.9564987
N316,-2.8660634,1.1790221,-5.8658633,-1.9509076
N634,-2.880602,1.1584207,-5.8359327,-2.021911
N948,-2.9462278,1.2062796,-5.9029555,-2.0330548
N180,-0.09625275,-0.30496985,-2.7606764,0.7080802
N552,3.67785,0.6032187,-1.5232669,0.91753554
N1036,6.6985903,1.3369406,-2.3562593,0.26330763
N384,5.9133453,2.7181401,-1.3194597,0.9706648
N1059,6.285961,2.6401992,-1.4098144,1.1333519
N171,4.483314,0.74531436,-1.9266288,0.7814447
N348,1.8256681,0.38533932,-0.68969727,3.733829
N185,0.38117892,-1.5880923,-0.2724459,-0.89394397
N729,-2.0916343,0.67654234,-3.0007176,-1.6420662
N1002,1.5377215,-1.7835382,-1.4976838,7.7656016
N898,1.5594096,-1.825577,-1.4854953,7.768699
N106,1.637192,-1.6678991,-1.6222588,7.696161
N1040,3.447121,2.1888177,-1.3108761,1.2871535
N696,1.3673791,-2.3382788,1.4558197,-1.3811067
N320,0.7581043,-3.095084,4.2286134,-7.0955715
N896,0.16163032,4.515081,4.6656404,-7.465862
N1057,0.27639344,3.981839,4.115685,-6.374728
N974,0.113132745,4.4135394,4.52958,-7.49962
N352,0.87586707,-3.0306115,4.274569,-7.233652
N390,0.6761152,-2.3449612,3.0865612,-4.3102727
N422,0.29729554,-2.3928487,3.9675286,-6.328363
N943,-0.6377211,2.8203967,4.3720922,-4.145504
N1249,-0.51975036,2.8967261,4.464783,-4.121718
N954,-0.35072324,1.5028151,1.5502496,-1.2914808
N335,0.9657646,-3.1978092,0.92393076,-2.4162762
N851,1.9015479,-1.7265964,1.7826376,-3.1866891
N641,-1.4481646,0.23061937,0.4412368,-0.6960146
N1128,-1.7786987,-0.8445724,5.731867,-2.4339316
N219,-1.5134559,-0.2947498,-0.26524696,-1.5621909
N283,-1.4621155,-0.057221394,-0.01573708,-2.4135563
N256,-2.1735864,0.14804426,0.3472165,-2.1911786
N157,-1.2026207,1.7205771,-2.1523292,-1.5161858
N513,-2.1265843,-0.39386368,0.22887176,-2.1834087
N372,-1.3161178,-0.81354076,0.27989164,-0.8183831
N342,1.8330629,0.23357983,-2.6895766,-2.9938571
N594,-0.6933156,-0.33768663,0.76608634,-2.5034816
N730,-2.340878,0.17021205,0.61735296,-1.9751838
N406,1.1774112,0.3308496,6.327511,2.7365825
N497,0.86074275,-0.013378028,6.652217,-1.1336715
N430,2.0211158,0.4405326,2.0526567,-1.2508847
N817,-0.53951705,0.98244345,4.3617315,0.45558214
N556,-0.69412345,0.2184274,3.6884665,0.3936758
N1033,0.08877935,0.8014384,3.36513,0.39154452
N607,-0.16165584,0.33247295,3.4553814,0.61436373
N209,0.32198292,0.7425294,3.507382,0.74669755
N132,0.28916645,0.6641282,3.4818437,0.7577578
N933,-1.0268881,0.25709602,4.1842685,0.5705872
N883,-0.9198555,0.3035982,4.049601,0.631238
N195,-0.0793503,0.55821985,3.6959667,0.34109974
N604,0.5763382,0.87065685,5.1562066,0.08068812
N629,0.89033604,0.5694352,5.118788,0.63197047
N339,0.72381186,0.0769622,5.9454503,-0.6768401
N796,0.97905934,0.41058522,5.0429335,1.5223169
N16,1.1544856,0.28967318,6.568841,2.6957397
N544,1.1426071,0.29067054,6.879333,2.6424904
N246,1.1661558,0.2573359,6.8294983,2.7038746
N124,0.91290385,0.01834973,6.753197,-1.1212544
N468,0.50433636,0.29743013,5.460323,-0.28634033
N475,0.7561061,0.121414766,5.8824344,-1.029822
N262,1.4027749,1.8720318,6.321552,0.4749286
N1212,1.3464205,1.9099277,6.5281157,0.470871
N1054,0.9261335,1.7398828,5.784954,0.418108
N1203,1.0685006,0.019420706,6.5999846,2.5756342
N545,0.1175486,3.557159,-2.6611626,-4.2480693
N776,0.07739027,3.6001518,-2.746799,-4.3461847
N232,-1.529472,-0.23562746,4.0966825,0.13987114
N91,-1.7098856,-0.22964562,4.3569417,0.077950135
N699,0.61663073,0.54645133,5.212599,-0.21978757
N264,0.0777018,0.8052771,4.113107,0.32580286
N177,-1.8250251,1.3965414,-1.577838,-1.1159219
N1197,0.1511405,-0.7059548,0.4642558,-0.39066616
N695,-0.854551,0.2872867,3.9123375,0.5710939
N477,2.5555913,1.607357,-0.11519331,0.75615126
N11,5.164604,1.9811319,2.9554012,0.8596591
N714,2.7021997,1.0718435,0.045336183,0.727375
N797,2.4497898,1.055965,0.033023678,0.73863137
N1,2.4251792,1.0635103,0.07530245,0.7244917
N757,1.5764503,1.0775156,0.42094257,-5.8770337
N646,-3.6416206,0.5949004,-3.4671147,2.9850407
N1189,-3.7068868,0.5691884,-3.4572985,3.1156034
N842,-2.6700125,-4.3987093,0.17512994,-0.062740095
N616,2.0344305,-1.0718917,-1.6099463,0.87148315
N990,-0.4453651,0.24921846,0.72618556,-0.21258855
N857,-1.8139727,1.0437866,-1.0654825,-1.1957548
N947,-3.870897,-5.6108317,0.18653163,0.062990874
N1083,-4.326714,-6.6517787,0.059649553,0.13958603
N839,-4.266223,-6.5694184,0.033640236,0.10178502
N398,-4.3784695,-6.675872,0.020338923,0.08132368
N904,-4.422666,-6.765744,0.06860849,0.13371626
N56,-4.2015247,-6.4566936,-0.010075765,0.11929254
N772,-3.3792312,-4.640729,0.23630959,0.39160946
N396,-4.2838907,-6.5604916,0.0078524165,0.032562375
N1126,-3.679791,-6.239607,1.0508723,1.4708195
N663,-3.1771057,-5.5048513,0.8346259,0.95084566
N1247,-3.7214255,-6.2752423,1.1107007,1.4948802
N322,-3.640836,-6.0955763,0.989635,1.2750759
N1158,-2.895649,-2.9205654,-0.09061752,1.2055862
N1196,-2.5316114,-2.9572089,-0.3624327,1.110829
N413,-0.4387052,-0.94219285,-0.7773201,-0.6476401
N433,-0.5282136,-0.8996926,-0.7760451,-0.4803551
N667,-3.0374959,-5.074009,-0.09683955,-0.24393034
N15,-2.5630689,-4.0791554,-0.29527807,-0.5778307
N794,-2.2139282,-1.5678326,-0.37110445,-0.5469075
N1150,-2.412751,-1.396379,-0.47714344,-0.5698311
N966,-1.8277942,-0.92547387,-0.43653443,-0.9033089
N894,-2.0049882,-1.1342281,-0.6285306,-0.7607672
N233,0.6948091,-3.7568185,-1.3717983,-0.6344546
N383,-2.5892305,-5.6298103,-1.4036355,1.6259531
N309,-2.511101,-5.465857,-1.288285,1.5825115
N311,-2.8647892,-5.950817,-2.0487669,1.6108993
N1110,-2.805995,-5.8693614,-1.9999479,1.6321102
N630,-2.5173302,-6.0596,-1.9970309,1.5999008
N1135,-2.5956228,-6.080761,-1.9405102,1.6348765
N415,-2.5829473,-5.8018894,-1.8342391,1.5027997
N940,-2.1510959,-5.134081,-1.3797028,1.2181005
N472,0.022138147,-5.901771,0.13925774,-0.17486833
N612,0.2158481,-5.9884105,-0.20794033,0.062942736
N703,-2.2737746,-3.9873366,-0.076606974,-0.32270855
N305,-2.34862,-4.690959,-0.9569184,1.0905802
N48,-2.1937122,-1.2721182,0.052704174,-0.57112646
N917,-3.6697385,-2.7088184,-1.178866,1.0609611
N212,0.09244684,0.21883081,-0.034969665,-1.7436614
N640,0.17170174,0.35716966,0.15316844,-1.6721423
N1108,0.32617623,0.27857596,-0.046497364,-1.7506572
N87,-0.7696263,0.6014151,0.37376797,1.1620853
N907,-0.47673213,-0.6652319,0.5698113,-0.4001348
N424,-0.42928955,-0.6934358,0.49446738,-0.6624158
N737,-1.1188014,0.80841225,0.63239384,2.0084996
N787,-0.83879775,0.61665106,0.38505703,1.1536069
N843,-1.1879882,0.9345645,0.48746485,1.9465601
N1095,-1.0287901,0.55983377,0.47055554,1.7099649
N1053,-0.8751462,0.39257857,0.46365824,0.8493734
N595,-0.6421828,0.53119063,0.36349463,0.90839636
N364,-0.75788987,1.5109986,1.8528199,1.131211
N307,0.9480144,0.21798313,-1.7096381,2.4669652
N952,-1.8176284,0.45255232,1.7155839,-0.13283792
N248,-1.5739124,-0.0037046447,-0.6501531,-0.72813416
N261,0.18704423,0.18943642,-0.17044489,-1.5294584
N840,-3.518825,1.9439403,1.4703687,2.921228
N1050,-2.8404958,1.4963299,0.32461295,-0.41542724
N77,-1.7929286,-0.21935876,4.7097,-2.110297
N756,0.16900882,0.3137663,0.22454327,-1.2717228
N371,-0.15027165,-0.58623683,0.8575622,-0.22448821
N816,0.9422919,-4.031298,-1.9402295,-4.243241
N312,-1.5892501,2.8167274,5.7878985,2.3814206
N102,-1.621739,2.789799,5.7667146,2.360049
N618,-0.09061882,-1.3296355,-0.8940068,-2.180446
N533,-1.4775251,-3.4814727,-0.7272742,-10.341442
N1091,1.2834951,1.8981032,6.499963,0.48996714
N131,2.5817976,-0.2356155,2.3987114,-1.5438931
N500,-0.24358745,0.5258441,2.2129984,0.48274356
N1088,2.375898,0.080954514,2.5473926,-2.306672
N278,-0.6659004,-0.5974988,-0.0923557,0.453484
N361,-0.7689721,-0.56018424,0.10200587,-0.5799368
N1102,-0.29826763,-2.917995,-1.221108,-1.2029356
N478,-0.22774482,-2.910331,-1.1326647,-1.2077373
N239,-0.08423089,0.1896207,0.5000431,-0.4910019
N524,0.63175666,-1.8869331,-0.704625,-0.6407148
N1174,0.618287,-1.9784591,-0.67098653,-0.6016295
N1041,0.07394308,0.21340899,2.5857139,0.39170367
N1073,-0.39845553,-3.418194,-4.4119763,-0.95920247
N589,-0.2281359,-3.7038946,-5.219911,-1.2747357
N548,-0.31538096,-4.459059,-6.789532,-1.5229148
N1094,-0.25826514,-4.518497,-6.7481017,-1.4790529
N59,-0.33243296,-4.3880734,-6.659488,-1.4047294
N172,6.4394927,-0.31719816,-0.48240927,5.051775
N151,-0.7324792,0.13311586,-2.5943544,0.4018818
N924,-0.49019793,2.1978233,1.6785169,-1.8919313
N1038,1.3390836,3.701925,3.3608758,-3.349741
N1005,2.508504,-1.2465637,0.40829363,0.81787324
N23,-4.299539,-0.15803504,4.113515,-7.833862
N935,-5.3933773,0.12547113,3.9755301,-8.698237
N855,-0.81951827,-0.43542624,-4.042556,-0.018119667
N487,-0.20303091,-0.2889485,0.63759947,0.6065453
N414,1.7104812,-1.6029264,1.728683,-3.3176923
N1231,-0.43157187,0.20782462,0.64264137,0.91063106
N726,-1.7457057,3.6132958,-3.118977,1.5248578
N731,-1.7430729,3.5172067,-2.9951117,1.4303827
N889,2.1588266,-0.8985518,-1.336016,-2.1710773
N1090,0.9956113,2.1379066,-2.420905,-0.20061703
N358,-0.80435365,0.5921802,2.7110221,0.9527085
N129,-0.28634167,0.004542589,-2.6379821,0.8745809
N827,0.32159808,-7.292178,-3.575661,-5.4005036
N763,-1.9448214,0.28093255,0.37828752,-0.86614543
N426,-1.146926,1.8297305,-2.0995169,-1.4742117
N183,1.0575812,-0.38498548,-1.4822241,-1.8549418
N760,2.1344507,-4.315669,-2.111371,1.6658486
N881,-2.6513157,-3.701421,-1.7556254,-3.0466347
N252,1.1344235,2.0203326,-2.5096712,-0.4029532
N1018,-1.1772232,0.7664398,0.4928205,1.9439679
N605,1.1442221,1.9889997,-2.1485503,-0.5795782
N96,1.055599,1.909506,-1.9145241,-0.58197445
N93,-0.08800451,0.66090375,0.7406589,-0.14793174
N688,1.0521389,1.7346555,-1.7201127,-0.79607683
N549,-0.92301863,-1.8727165,1.2366405,5.449598
N150,-1.1028463,-2.4684246,1.446719,6.4797916
N981,-1.3900731,-2.222484,1.6622645,6.7741995
N421,-0.9710522,-1.87255,1.3454527,4.481807
N188,2.1111102,-4.541891,-3.0681996,2.7342153
N815,-0.2995095,-0.4480008,0.2065979,-0.5225386
N279,-0.88631773,-2.5111098,1.1293143,3.7835414
N88,0.7937314,1.3255067,1.4492986,1.4357172
N44,-1.1872687,1.102567,1.0517756,-1.636037
N318,-2.2284307,-0.7247247,-0.9433633,-2.584868
N639,-2.3431332,-0.725601,-0.9989411,-2.5119476
N74,-1.9473816,-2.6663892,-2.1674314,-1.7290213
N821,1.708956,0.8503317,0.5700402,-2.0108862
N505,-1.9563402,0.65763795,-2.8508427,-1.6732273
N610,-2.7443054,1.1455683,-1.3008168,0.6017535
N236,0.25560147,-2.176918,-0.6137212,-0.6979711
N1019,-0.69427276,-2.0927267,0.6574628,4.168811
N892,0.2469938,-2.4566073,1.2809795,-1.5437953
N570,-0.13895118,-1.91713,1.5122014,-1.4114805
N492,2.364661,0.24422312,1.9735953,-0.021647193
N108,1.8699601,0.89444405,0.5836056,-1.9497827
N965,-2.4728434,-0.83411115,-0.5501551,-2.10322
N298,-0.39894536,-0.28336772,0.83785826,0.5556898
N554,1.7893144,0.87210554,0.5391886,-1.8864323
N661,-1.9960192,0.1598238,0.4903497,-0.8202123
N508,2.808437,-1.9997423,-2.0836768,4.503536
N385,-1.846767,0.062146693,0.56321424,-0.4987667
N741,-1.8982811,-2.844595,-1.4883745,-1.8557583
N531,0.19063616,-2.0874078,1.4438747,-1.1337464
N985,0.13717856,-2.0199752,1.3884199,-1.0737478
N226,0.12159094,-2.032588,1.5108129,-1.1623291
N923,-0.6612762,-0.6071221,-0.011598399,0.57168275
N553,1.4012498,0.25059047,0.4099966,3.1306462
N46,-4.675606,0.20352149,0.7861328,-1.000003
N788,0.25826314,2.470741,1.9327615,-1.2297446
N349,-0.7963757,0.34750485,1.4716932,-0.5290728
N259,-0.6690036,-2.1364136,0.4393997,-4.290104
N949,-4.715674,-5.9952774,1.6339161,-4.9300337
N434,-1.9721642,0.15516035,0.90791374,-0.53774244
